Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
Tactility Factory Limited,117,Weavers Court, , ,Belfast,Co. Antrim,Northern Ireland,BT12 5GH,"27,600",10-Sep-14,29-Sep-14,Export Start,5,"278,000",Creative,Y,Job Creation,BELFAST,2
Taggled Ltd,Unit 5b,The Innovation Centre,Northern Ireland Science Park, ,Belfast,Co. Down,Northern Ireland,BT3 9DT,"49,000",26-Jul-13,8-Aug-13,Export Start,6,"245,500",Creative,Y,Job Creation,DOWN,1
Taggled Ltd,Unit 5b,The Innovation Centre,Northern Ireland Science Park, ,Belfast,Co. Down,Northern Ireland,BT3 9DT,"2,613",28-Feb-14,6-Mar-14,Technical Development Incentive (TDI),0,"5,225",Creative,N,Innovation and Technical Development,BELFAST,1
Tailor Made Training Ireland Partnership,79,Whinney Hill,Dundonald, ,Belfast,Co. Antrim,Northern Ireland,BT16 1UA,"2,885",5-Nov-13,8-Nov-13,MIS,0,"5,770",Business Services,N,Innovation and Technical Development,NORTH DOWN,1
Tailor Made Training Ireland Partnership,79,Whinney Hill,Dundonald, ,Belfast,Co. Antrim,Northern Ireland,BT16 1UA,"5,000",27-Feb-14,3-Mar-14,Selective Financial Assistance (The Jobs Fund),1,"30,000",Business Services,N,Job Creation,NORTH DOWN,1
Tailor Made Training Ireland Partnership,79,Whinney Hill,Dundonald, ,Belfast,Co. Antrim,Northern Ireland,BT16 1UA,"2,000",4-Mar-14,7-Mar-14,Growth Accelerator Programme (GAP),0,"5,000",Business Services,Y,Other,NORTH DOWN,1
Tailored Financial Solutions Limited,50,Glenshane Road, , ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 8QR,"20,120",14-Dec-12,25-Mar-13,Growth Accelerator Programme (GAP),2,"53,300",Financial Services,Y,Job Creation,MAGHERAFELT,2
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"18,048",22-Mar-12,27-Mar-12,Growth Accelerator Programme (GAP),0,"45,120",Clothing,N,Other,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"18,000",28-Mar-12,14-May-12,Selective Financial Assistance (The Jobs Fund),6,"166,000",Clothing,N,Job Creation,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"31,293",26-Jul-12,31-Jul-12,BITp,0,"125,172",Clothing,N,Skills Development,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"2,800",5-Oct-12,9-Oct-12,Business Growth Programme (The Jobs Fund),0,"5,600",Clothing,N,Other,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"18,000",6-Nov-12,8-Nov-12,Business Growth Programme (The Jobs Fund),2,"90,000",Clothing,N,Job Creation,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"14,651",3-Jul-13,8-Jul-13,Interim Managers,0,"29,900",Clothing,N,Skills Development,DUNGANNON,20
Tailored Image Ltd,8A,The Linen Green,Moygashel, ,Dungannon,Co. Tyrone,Northern Ireland,BT71 7HB,"20,950",16-Jan-14,23-Jan-14,MIS,0,"45,500",Clothing,N,Innovation and Technical Development,DUNGANNON,20
Taketen Ltd,POD 8,E3 Springvale Campus,398 Springfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 7DU,"22,159",29-Mar-11,15-May-11,Growth Accelerator Programme (GAP),1,"161,027",Business Services,Y,Job Creation,BELFAST,1
Taketen Ltd,POD 8,E3 Springvale Campus,398 Springfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 7DU,"1,440",15-Aug-11,25-Aug-11,Technical Development Incentive (TDI),0,"2,880",Business Services,N,Innovation and Technical Development,BELFAST,1
Taketen Ltd,POD 8,E3 Springvale Campus,398 Springfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 7DU,"5,000",2-Oct-13,20-Oct-13,Technical Development Incentive (TDI),0,"10,450",Business Services,N,Innovation and Technical Development,BELFAST,1
Taketen Ltd,POD 8,E3 Springvale Campus,398 Springfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 7DU,"5,000",2-Oct-13,20-Oct-13,Technical Development Incentive (TDI),0,"11,000",Business Services,N,Innovation and Technical Development,BELFAST,1
Taketen Ltd,POD 8,E3 Springvale Campus,398 Springfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 7DU,"4,000",8-Jul-14,4-Aug-14,Finance Vouchers,0,"8,500",Business Services,N,Other,BELFAST,1
Takker Ltd, ,Northern Ireland Business Park,Queen's Road,Queen's Island,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"33,808",6-Apr-12,20-Apr-12,Growth Accelerator Programme (GAP),2,"109,520",General Manufacturing,Y,Job Creation,BELFAST,1
Takker Ltd, ,Northern Ireland Business Park,Queen's Road,Queen's Island,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"3,174",29-Apr-13,29-May-13,Technical Development Incentive (TDI),0,"6,348",General Manufacturing,N,Innovation and Technical Development,BELFAST,1
Talent Connect Network Limited,47A,Botanic Avenue, , ,Belfast,Co. Antrim,Northern Ireland,BT7 1JL,"33,862",3-Jan-13,17-Jan-13,Grant For Research And Development,0,"75,250",Computer Software & Services,N,Research and Development,BELFAST,1
Tandragee Mushroom Compost,25,Cabragh Road, , ,Tandragee,Co. Armagh,Northern Ireland,BT62 2HL,"2,450",19-Sep-14,7-Aug-13,Finance Vouchers,0,"5,000",Horticulture,N,Other,ARMAGH,12
Tandragee Mushroom Compost,25,Cabragh Road, , ,Tandragee,Co. Armagh,Northern Ireland,BT62 2HL,0,14-Mar-14,14-Mar-14,PMG,18,"1,530,176",Horticulture,N,Job Creation,ARMAGH,12
Tar Anall,5-7,Conway Mill,Conway Street, ,Belfast,Co. Antrim,Northern Ireland,BT13 2DE,"5,000",9-Mar-11,23-Sep-11,Social Entrepreneurship Programme,0,"5,000",Business Services,Y,Other,BELFAST,1
Tara Lane,12,Mountain Road,Cloughogue, ,Newry,Co. Down,Northern Ireland,BT35 8NT,"3,440",11-Jul-12,11-Dec-12,Growth Incentive,0,"8,600",Creative,N,Other,NEWRY & MOURNE,1
Tara Lodge,36,Cromwell Road, , ,Belfast,Co. Down,Northern Ireland,BT7 1JW,"6,048",8-Mar-12,15-Mar-12,MIS,0,"13,012",Tourism,N,Innovation and Technical Development,BELFAST,15
Tara Lodge,36,Cromwell Road, , ,Belfast,Co. Down,Northern Ireland,BT7 1JW,"12,500",25-Feb-13,8-Apr-13,SFA less than 250k,1,"25,000",Tourism,N,Job Creation,BELFAST,15
Target Dry Limited,Unit 7,Alanbrooke Park,Castlereagh, ,Belfast,Co. Antrim,Northern Ireland,BT6 9HB,"4,170",1-May-13,7-May-13,MIS,0,"12,700",Clothing,N,Innovation and Technical Development,CASTLEREAGH,20
Target Dry Limited,Unit 7,Alanbrooke Park,Castlereagh, ,Belfast,Co. Antrim,Northern Ireland,BT6 9HB,"32,286",12-May-14,15-May-14,Growth Accelerator Programme (GAP),1,"85,721",Clothing,N,Job Creation,CASTLEREAGH,20
TAS Controls,Unit 3,Termon Business Park, ,Carrickmore,Omagh,Co. Tyrone,Northern Ireland,BT79 9AL,"29,232",17-Sep-13,29-Oct-13,Export Start,5,"139,580",Electrical & Electronics,Y,Job Creation,OMAGH,1
TAS Controls,Unit 3,Termon Business Park, ,Carrickmore,Omagh,Co. Tyrone,Northern Ireland,BT79 9AL,"1,757",18-Sep-13,29-Oct-13,MIS,0,"5,097",Electrical & Electronics,N,Innovation and Technical Development,OMAGH,1
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"13,663",31-Mar-11,15-Apr-11,Project Definition,0,"33,673",Computer Software & Services,N,Research and Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"95,140",31-Aug-11,6-Sep-11,Grant For Research And Development,0,"271,827",Computer Software & Services,N,Research and Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"7,762",27-Jan-12,1-Feb-12,Non-Exec Director,0,"15,840",Computer Software & Services,N,Skills Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"34,192",25-Jul-12,30-Jul-12,Growth Accelerator Programme (GAP),4,"194,800",Computer Software & Services,N,Job Creation,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"3,200",12-Oct-12,9-Nov-12,Business Growth Programme (The Jobs Fund),0,"6,400",Computer Software & Services,N,Other,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"28,000",27-Nov-12,4-Dec-12,Business Growth Programme (The Jobs Fund),3,"140,000",Computer Software & Services,N,Job Creation,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"1,598",28-Nov-12,4-Dec-12,MIS,0,"5,328",Computer Software & Services,N,Innovation and Technical Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"3,600",8-Jul-13,6-Aug-13,Technical Development Incentive (TDI),0,"7,200",Computer Software & Services,N,Innovation and Technical Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"49,158",16-Sep-13,19-Sep-13,Grant For Research And Development,0,"126,045",Computer Software & Services,N,Research and Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"9,907",14-Jan-14,15-Jan-14,The Leadership Programme,0,"12,384",Computer Software & Services,N,Skills Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"15,000",24-Mar-14,7-Apr-14,Interim Managers,0,"33,000",Computer Software & Services,N,Skills Development,LISBURN,8
Tascomi Ltd,3,Ballynahinch Street, , ,Hillsborough,Co. Down,Northern Ireland,BT26 6AW,"20,000",5-Sep-14,15-Sep-14,Growth Accelerator Programme (GAP),4,"155,000",Computer Software & Services,N,Job Creation,LISBURN,8
Taskmaestro Limited,Office 5,Operations Building,Warrenpoint Harbour, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3JR,"46,600",1-Jun-11,2-Jun-11,Export Start,18,"625,290",Software,Y,Job Creation,NEWRY & MOURNE,1
Taskmaestro Limited,Office 5,Operations Building,Warrenpoint Harbour, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3JR,"1,450",23-Sep-11,5-Oct-11,Technical Development Incentive (TDI),0,"2,895",Software,N,Innovation and Technical Development,NEWRY & MOURNE,1
Taskmaestro Limited,Office 5,Operations Building,Warrenpoint Harbour, ,Warrenpoint,Co. Down,Northern Ireland,BT34 3JR,"6,613",23-Jul-12,30-Jul-12,MIS,0,"13,225",Software,N,Innovation and Technical Development,NEWRY & MOURNE,1
Tasty Foods Cuisine Limited,6 & 7,Glenwood Business Park, , ,Belfast,Co. Antrim,Northern Ireland,BT17 0QL,"15,000",3-Jul-13,5-Aug-13,Non-Exec Director,0,"36,000",Food,N,Skills Development,LISBURN,24
Tasty Foods Cuisine Limited,6 & 7,Glenwood Business Park, , ,Belfast,Co. Antrim,Northern Ireland,BT17 0QL,"17,662",15-Oct-13,10-Dec-13,Growth Accelerator Programme (GAP),10,"44,155",Food,N,Job Creation,LISBURN,24
Taxbusters,21,O'Donovan Road,Culmore, ,Londonderry,Co. Londonderry,Northern Ireland,BT48 8PS,"5,480",3-Jun-14,10-Jun-14,Growth Accelerator Programme (GAP),0,"17,100",Life Sciences,Y,Other,DERRY,1
Taxi & Bus Conversion Limited,50,Far Circular Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6LW,"35,000",13-Aug-12,4-Sep-12,Selective Financial Assistance (The Jobs Fund),7,"224,000",Transport,N,Job Creation,DUNGANNON,20
Taxi & Bus Conversion Limited,50,Far Circular Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6LW,"42,000",25-Sep-12,3-Oct-12,Growth Accelerator Programme (GAP),1,"185,250",Transport,N,Job Creation,DUNGANNON,20
Taxi & Bus Conversion Limited,50,Far Circular Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6LW,674,12-Mar-14,14-Apr-14,The Leadership Programme,0,"1,375",Transport,N,Skills Development,DUNGANNON,20
Taxi & Bus Conversion Limited,50,Far Circular Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 6LW,"98,453",26-Jun-14,26-Jun-14,Skills Growth Programme,0,"365,787",Transport,N,Skills Development,DUNGANNON,20
Taxizapp Limited,34,Shore Road,Dash House, ,Holywood,Co. Down,Northern Ireland,BT18 9HZ,"19,992",11-Jun-12,3-Jul-12,Growth Accelerator Programme (GAP),1,"53,920",Software,Y,Job Creation,NORTH DOWN,1
Taxizapp Limited,34,Shore Road,Dash House, ,Holywood,Co. Down,Northern Ireland,BT18 9HZ,"48,716",20-Jun-12,3-Jul-12,Grant For Research And Development,0,"64,955",Software,N,Research and Development,NORTH DOWN,1
Taxizapp Limited,34,Shore Road,Dash House, ,Holywood,Co. Down,Northern Ireland,BT18 9HZ,"2,698",10-Sep-13,24-Sep-13,Technical Development Incentive (TDI),0,"5,395",Software,N,Innovation and Technical Development,NORTH DOWN,1
Taylor and Boyd LLP,107,Malone Avenue, , ,Belfast,Co. Antrim,Northern Ireland,BT9 6EQ,"17,669",11-May-11,26-May-11,MIS,0,"63,287",Business Services,N,Innovation and Technical Development,BELFAST,25
Taylor Signs Limited,Unit 22,Blaris Industrial Estate,Altona Road, ,Lisburn,Co. Antrim,Northern Ireland,BT27 5QB,"24,500",25-May-11,26-May-11,SFA less than 250k,6,"200,250",General Manufacturing,N,Job Creation,LISBURN,8
Taylor Signs Limited,Unit 22,Blaris Industrial Estate,Altona Road, ,Lisburn,Co. Antrim,Northern Ireland,BT27 5QB,"3,867",14-Nov-11,16-Nov-11,MIS,0,"10,500",General Manufacturing,N,Innovation and Technical Development,LISBURN,8
Taylored Workwear Limited,374,Ballyclare Road, , ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4TQ,"25,000",12-Aug-13,21-Oct-13,Selective Financial Assistance (The Jobs Fund),5,"169,000",Clothing,N,Job Creation,NEWTOWNABBEY,7
Taylored Workwear Limited,374,Ballyclare Road, , ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4TQ,"4,000",15-Aug-13,21-Oct-13,Growth Accelerator Programme (GAP),0,"185,000",Clothing,Y,Other,NEWTOWNABBEY,7
TCAD Services,127A,Crosskeys Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3QA,"2,600",10-Jul-14,29-Sep-14,MIS,0,"6,500",Business Services,N,Innovation and Technical Development,BALLYMENA,1
TCB (NI) Ltd, ,Hurst House,15 - 19 Corporation Street, ,Belfast,Co. Antrim,Northern Ireland,BT1 3AL,"34,800",10-Oct-12,26-Nov-12,Growth Accelerator Programme (GAP),4,"157,000",Business Services,N,Job Creation,BELFAST,5
Teague & Sally Ltd,18,Loy Street, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 8PE,875,8-Mar-13,21-Mar-13,Technical Development Incentive (TDI),0,"1,750",Business Services,N,Innovation and Technical Development,COOKSTOWN,10
Team Industries Limited, ,Kilbegs Business Park,Kilbegs Road, ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"21,000",20-Jul-12,30-Jul-12,Selective Financial Assistance (The Jobs Fund),3,"104,900",Engineering,N,Job Creation,ANTRIM,15
Team Industries Limited, ,Kilbegs Business Park,Kilbegs Road, ,Antrim,Co. Antrim,Northern Ireland,BT41 4NN,"24,310",15-Aug-12,29-Aug-12,Grant For Research And Development,0,"58,794",Engineering,N,Research and Development,ANTRIM,15
Team Solutionz Ltd,Unit B3,Kilbegs Industrial Business Park,Fergusons  Way, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LZ,"24,000",20-Jul-11,29-Aug-11,Export Start,4,"129,500",Business Services,Y,Job Creation,ANTRIM,10
Team Solutionz Ltd,Unit B3,Kilbegs Industrial Business Park,Fergusons  Way, ,Antrim,Co. Antrim,Northern Ireland,BT41 4LZ,"2,750",26-Sep-13,23-Oct-13,Technical Development Incentive (TDI),0,"5,500",Business Services,N,Innovation and Technical Development,ANTRIM,10
Teamwear Ireland Limited,4-5,Musgrave Business Centre,Stockman's Way, ,Belfast,Co. Antrim,Northern Ireland,BT9 7ET,"21,000",16-Sep-13,15-Oct-13,Selective Financial Assistance (The Jobs Fund),3,"104,500",Clothing,N,Job Creation,BELFAST,2
TEC Heating Controls,2,Brecart Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3TH,869,18-Jul-11,21-Jul-11,Technical Development Incentive (TDI),0,"1,930",Electrical & Electronics,N,Innovation and Technical Development,ANTRIM,2
Techmet Appointments Ltd, ,The Studio Building,Sarah Jane Robinson House,Greystone Road,Antrim,Co. Antrim,Northern Ireland,BT41 2SJ,"14,000",4-Jan-13,17-Apr-13,Selective Financial Assistance (The Jobs Fund),2,"69,000",Business Services,N,Job Creation,ANTRIM,1
Techmet Appointments Ltd, ,The Studio Building,Sarah Jane Robinson House,Greystone Road,Antrim,Co. Antrim,Northern Ireland,BT41 2SJ,"6,000",9-Jan-13,19-Apr-13,Growth Accelerator Programme (GAP),0,"18,500",Business Services,Y,Other,ANTRIM,1
Technical Metals Limited,Unit 3,Kiltonga Industrial Estate,Old Belfast Road, ,Newtownards,Co. Down,Northern Ireland,BT23 4SG,980,13-Mar-13,19-Mar-13,The Leadership Programme,0,"2,000",Transport,N,Skills Development,ARDS,26
Technical Metals Limited,Unit 3,Kiltonga Industrial Estate,Old Belfast Road, ,Newtownards,Co. Down,Northern Ireland,BT23 4SG,"13,200",21-Oct-13,24-Oct-13,Growth Accelerator Programme (GAP),1,"33,000",Transport,N,Job Creation,ARDS,26
Technical Metals Limited,Unit 3,Kiltonga Industrial Estate,Old Belfast Road, ,Newtownards,Co. Down,Northern Ireland,BT23 4SG,"9,408",10-Apr-14,25-Apr-14,Non-Exec Director,0,"19,200",Transport,N,Skills Development,ARDS,26
Technidrive Limited,Unit 19A,Tullygoonigan Industrial Estate,89 Moy Road, ,Armagh,Co. Armagh,Northern Ireland,BT61 8DR,"19,808",24-Jul-14,26-Sep-14,Growth Accelerator Programme (GAP),1,"49,520",Engineering,N,Job Creation,ARMAGH,9
Teemore Engineering Limited, ,Teemore,Knockaraven, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT92 9LB,"42,902",9-Jan-12,24-Jan-12,SFA less than 250k,7,"323,370",Engineering,N,Job Creation,FERMANAGH,36
Teemore Engineering Limited, ,Teemore,Knockaraven, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT92 9LB,"2,707",6-Jun-12,13-Jun-12,MIS,0,"7,476",Engineering,N,Innovation and Technical Development,FERMANAGH,36
Teemore Engineering Limited, ,Teemore,Knockaraven, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT92 9LB,"36,000",2-Jul-14,7-Jul-14,Selective Financial Assistance (The Jobs Fund),8,"272,000",Engineering,N,Job Creation,FERMANAGH,36
Teemore Engineering Limited, ,Teemore,Knockaraven, ,Enniskillen,Co. Fermanagh,Northern Ireland,BT92 9LB,"7,399",21-Jul-14,23-Jul-14,MIS,0,"16,442",Engineering,N,Innovation and Technical Development,FERMANAGH,36
Telestack Limited, ,Bankmore Way East, , ,Omagh,Co. Tyrone,Northern Ireland,BT79 0NZ,"44,000",8-Oct-12,17-Oct-12,Growth Accelerator Programme (GAP),0,"110,000",Materials Handling/Quarry Plant,N,Other,OMAGH,100
Telestack Limited, ,Bankmore Way East, , ,Omagh,Co. Tyrone,Northern Ireland,BT79 0NZ,"444,000",3-Apr-13,19-Jun-13,SFA 250k or more,40,"3,163,000",Materials Handling/Quarry Plant,N,Job Creation,OMAGH,100
Telestack Limited, ,Bankmore Way East, , ,Omagh,Co. Tyrone,Northern Ireland,BT79 0NZ,"17,425",30-Aug-13,20-Sep-13,Project Definition,0,"34,850",Materials Handling/Quarry Plant,N,Research and Development,OMAGH,100
Telestack Limited, ,Bankmore Way East, , ,Omagh,Co. Tyrone,Northern Ireland,BT79 0NZ,"34,000",5-Nov-13,12-Nov-13,Project Definition,0,"68,000",Materials Handling/Quarry Plant,N,Research and Development,OMAGH,100
Telltale Technology Limited,8,Ballyloughan Brow, , ,Ballymena,Co. Antrim,Northern Ireland,BT43 6PW,"1,500",22-May-14,10-Jun-14,Technical Development Incentive (TDI),0,"3,000",Electrical & Electronics,N,Innovation and Technical Development,BALLYMENA,1
Terawatt UK Ltd,59,Rellan Road, , ,Roslea,Co. Fermanagh,Northern Ireland,BT92 7QU,"2,500",9-Aug-12,13-Aug-12,Technical Development Incentive (TDI),0,"5,000",Engineering,N,Innovation and Technical Development,FERMANAGH,1
Tergo Solutions,9,Park Lane,Rostrevor, ,Newry,Co. Down,Northern Ireland,BT34 3GP,858,1-Sep-11,12-Sep-11,Interim Managers,0,"1,750",Business Services,N,Skills Development,NEWRY & MOURNE,1
Tergo Solutions,9,Park Lane,Rostrevor, ,Newry,Co. Down,Northern Ireland,BT34 3GP,"8,400",12-Sep-11,15-Nov-11,Export Start,4,"161,000",Business Services,Y,Job Creation,NEWRY & MOURNE,1
Tergo Solutions,9,Park Lane,Rostrevor, ,Newry,Co. Down,Northern Ireland,BT34 3GP,"1,575",28-Nov-11,12-Dec-11,Technical Development Incentive (TDI),0,"3,500",Business Services,N,Innovation and Technical Development,NEWRY & MOURNE,1
Terramac Fabrication Ltd,Unit 10,Termon Business Park, , ,Carrickmore,Co. Tyrone,Northern Ireland,BT79 9AL,"25,000",1-Sep-11,5-Sep-11,MIS,0,"103,419",Materials Handling/Quarry Plant,N,Innovation and Technical Development,OMAGH,30
Terramac Fabrication Ltd,Unit 10,Termon Business Park, , ,Carrickmore,Co. Tyrone,Northern Ireland,BT79 9AL,"646,600",20-Mar-13,3-Apr-13,SFA 250k or more,85,"3,593,095",Materials Handling/Quarry Plant,N,Job Creation,OMAGH,30
TES (NI) Ltd,16,Kilcronagh Business Park, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9HJ,"18,005",12-Jun-12,2-Jul-12,MIS,0,"70,234",Engineering,N,Innovation and Technical Development,COOKSTOWN,130
TES (NI) Ltd,16,Kilcronagh Business Park, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9HJ,"2,000",12-Oct-12,22-Oct-12,Business Growth Programme (The Jobs Fund),0,"4,000",Engineering,N,Other,COOKSTOWN,130
TES (NI) Ltd,16,Kilcronagh Business Park, , ,Cookstown,Co. Tyrone,Northern Ireland,BT80 9HJ,"74,000",15-Feb-13,22-Feb-13,Business Growth Programme (The Jobs Fund),3,"400,000",Engineering,N,Job Creation,COOKSTOWN,130
